area,int_sqft,n_bedroom,n_bathroom,n_room,park_facil,utility_avail,street,mzzone,sales_price,house_age,buildtype_Commercial,buildtype_House,buildtype_Others
1,607,1,1,2,0,0,2,1,5383105,7,0,1,0
1,712,1,1,2,0,2,0,4,6978025,15,0,1,0
4,2312,4,2,6,0,1,2,5,12569800,10,0,1,0
3,1809,3,2,5,0,1,1,5,11269470,21,0,0,1
6,1872,2,1,5,0,0,2,5,14822920,18,0,0,1
4,2286,4,2,6,0,2,1,5,13403120,10,0,0,1
0,1648,2,2,4,0,1,0,0,5314000,28,0,1,0
5,1522,1,1,4,0,2,0,4,11584500,17,0,0,1
2,919,1,1,3,0,2,2,4,12157650,7,1,0,0
6,1858,2,1,5,1,2,0,3,12695630,24,0,1,0
2,1082,1,1,3,1,1,0,4,12944300,18,1,0,0
0,1338,2,2,4,1,1,1,1,7384750,8,0,0,1
0,1559,2,2,4,0,0,0,1,5749000,14,0,1,0
0,860,1,1,2,0,0,1,4,6063250,37,0,0,1
3,1769,2,1,4,1,2,2,0,9626680,24,0,0,1
2,1197,1,1,3,0,1,2,4,9273100,14,0,1,0
3,1971,3,2,5,1,1,0,3,15559710,28,1,0,0
3,1966,3,2,5,1,1,0,2,9665040,7,0,1,0
4,2176,3,2,5,0,1,1,4,11751940,11,0,0,1
0,1519,2,2,4,0,0,0,0,5686125,8,0,0,1
4,1892,3,2,5,1,2,1,4,11526700,23,0,0,1
2,786,1,1,2,0,2,0,4,6900800,8,0,1,0
2,942,1,1,3,1,2,2,4,9824040,38,0,0,1
0,1344,2,2,4,1,1,2,2,7524750,41,0,1,0
0,943,1,1,3,1,1,2,2,7102125,32,0,0,1
2,1098,1,1,3,0,1,2,4,8901650,31,0,1,0
0,1190,1,1,3,0,0,2,2,6499750,9,0,1,0
3,1590,2,1,4,1,1,2,3,9637220,26,0,1,0
0,1040,1,1,3,1,0,2,2,9567000,20,1,0,0
4,1524,2,1,4,0,2,2,3,9890620,17,0,0,1
2,1132,1,1,3,1,1,0,3,8356850,23,0,1,0
5,1699,1,1,4,1,0,2,3,19297260,43,1,0,0
2,1204,2,1,4,1,1,1,3,10096480,20,0,0,1
1,1003,1,1,3,0,2,2,4,13709595,13,1,0,0
5,1610,1,1,4,1,0,2,4,12364800,45,0,1,0
3,1869,3,2,5,0,0,1,1,8074630,44,0,1,0
5,1676,1,1,4,1,1,1,5,20302130,14,1,0,0
1,929,1,1,3,1,1,0,5,9494835,29,0,1,0
0,1265,1,1,3,0,1,2,5,8970625,13,0,0,1
6,1585,1,1,4,0,0,1,4,17556170,36,1,0,0
2,729,1,1,2,0,1,0,5,9860400,20,1,0,0
6,1882,2,1,5,0,2,0,4,12235870,16,0,1,0
1,912,1,1,3,1,1,0,0,9350240,16,1,0,0
4,2147,3,2,5,0,1,1,5,17180560,18,1,0,0
2,898,1,1,3,1,1,2,5,12906800,40,1,0,0
3,1979,3,2,5,1,0,0,3,15965590,17,1,0,0
0,1398,2,2,4,0,1,1,4,7443250,39,0,1,0
0,942,1,1,3,1,2,1,1,5895000,20,0,1,0
0,1504,2,2,4,0,0,1,5,7868000,44,0,1,0
2,821,1,1,3,1,1,2,3,8707750,9,0,1,0
1,1045,1,1,3,0,0,1,2,11329800,20,1,0,0
2,1149,1,1,3,0,2,1,3,8318450,19,0,1,0
5,1666,1,1,4,1,1,2,3,13009590,28,0,0,1
0,1210,1,1,3,1,2,2,3,8333250,30,0,0,1
3,1523,2,1,4,1,0,1,1,8078620,41,0,0,1
2,891,1,1,3,0,1,0,5,10674350,37,1,0,0
6,1955,2,1,5,1,2,2,4,22302670,36,1,0,0
2,1191,1,1,3,0,2,2,4,10749120,7,0,0,1
4,1641,2,1,4,0,2,1,3,9575120,5,0,0,1
2,740,1,1,2,1,1,2,3,7525500,34,0,1,0
3,1588,2,1,4,0,2,1,0,11385450,40,1,0,0
0,1272,1,1,3,1,1,1,2,7544000,8,0,0,1
2,879,1,1,3,0,1,2,5,12177400,20,1,0,0
2,1228,2,1,4,0,0,2,4,10071110,25,0,0,1
0,946,1,1,3,0,0,0,3,7922250,15,1,0,0
0,867,1,1,2,1,1,2,1,7691250,43,1,0,0
3,1932,3,2,5,1,2,0,0,7733620,51,0,1,0
3,1617,2,1,4,0,2,0,4,13014740,47,1,0,0
4,2179,3,2,5,1,1,1,5,18485760,18,1,0,0
0,1040,1,1,3,1,1,0,0,4437750,33,0,1,0
0,950,1,1,3,1,1,2,0,8047500,18,1,0,0
0,1354,2,2,4,0,1,0,1,5131250,47,0,1,0
3,1739,2,1,4,0,1,1,0,11730190,36,1,0,0
1,935,1,1,3,0,1,0,5,11679050,30,1,0,0
0,1484,2,2,4,1,1,1,0,6790750,35,0,0,1
4,2182,3,2,5,0,1,2,4,11774560,26,0,0,1
5,1711,1,1,4,0,1,0,3,11523870,17,0,0,1
2,886,1,1,3,0,0,1,3,6956820,28,0,0,1
3,1760,2,1,4,1,2,2,4,16616430,34,1,0,0
2,1283,2,1,4,1,2,0,4,9606750,29,0,1,0
0,1155,1,1,3,0,2,0,4,6125250,33,0,1,0
0,752,1,1,2,1,1,1,2,5807250,11,0,1,0
4,1888,3,2,5,1,2,2,5,11805840,22,0,1,0
2,1211,2,1,4,0,1,2,3,13261700,22,1,0,0
0,1248,1,1,3,1,2,0,0,5710250,31,0,0,1
4,1892,3,2,5,1,1,1,5,16967540,17,1,0,0
1,1030,1,1,3,0,2,0,0,5743315,21,0,1,0
2,1254,2,1,4,0,1,0,4,9095330,21,0,0,1
4,1762,2,1,4,0,2,2,3,14826580,19,1,0,0
0,1622,2,2,4,0,2,0,3,11168750,25,1,0,0
2,951,1,1,3,0,1,0,5,11264700,30,1,0,0
5,1981,2,1,5,0,1,0,4,20697180,19,1,0,0
0,1628,2,2,4,0,0,0,1,6008250,7,0,1,0
2,797,1,1,2,0,0,0,5,7142850,23,0,1,0
0,1587,2,2,4,1,1,0,2,11268000,32,1,0,0
2,1081,1,1,3,0,1,0,3,11318950,9,1,0,0
5,1895,2,1,5,1,1,1,3,14358470,11,0,0,1
2,973,1,1,3,1,1,2,3,12173800,40,1,0,0
2,844,1,1,3,1,1,2,4,9319450,7,0,1,0
2,965,1,1,3,0,1,0,3,6598000,27,0,1,0
3,1742,2,1,4,0,1,2,0,8539610,13,0,0,1
4,1304,1,1,3,1,1,1,5,10779980,5,0,0,1
6,1510,1,1,4,0,0,1,5,11220930,24,0,1,0
6,1888,2,1,5,1,1,0,4,21014810,23,1,0,0
5,1540,1,1,4,1,1,1,5,19142980,9,1,0,0
0,1023,1,1,3,1,1,2,2,7310375,11,0,0,1
0,798,1,1,2,0,2,2,2,7506500,14,1,0,0
5,1624,1,1,4,1,1,2,4,13099130,14,0,1,0
4,1612,2,1,4,0,2,1,3,8599740,7,0,1,0
6,1723,1,1,4,1,1,1,4,14028720,39,0,0,1
2,950,1,1,3,1,2,0,4,11873250,23,1,0,0
6,1919,2,1,5,1,1,0,3,20496430,34,1,0,0
6,1528,1,1,4,1,1,2,5,14203260,26,0,0,1
0,1081,1,1,3,1,2,1,1,5940250,36,0,1,0
2,1002,1,1,3,1,1,2,4,10232240,6,0,0,1
2,937,1,1,3,0,1,2,5,9037200,12,0,1,0
4,2372,4,2,6,1,2,2,5,13851040,22,0,1,0
2,1237,2,1,4,0,1,1,3,13331300,10,1,0,0
2,1242,2,1,4,0,1,0,5,13896950,9,1,0,0
3,1700,2,1,4,1,1,0,0,7326290,42,0,1,0
4,2422,4,2,6,0,1,2,4,12532900,15,0,1,0
2,801,1,1,3,0,0,2,4,7385300,38,0,1,0
3,1503,2,1,4,0,0,0,2,10769370,51,1,0,0
5,1549,1,1,4,1,0,0,5,18531930,24,1,0,0
1,606,1,1,2,1,1,1,2,8605340,36,1,0,0
2,1277,2,1,4,1,2,1,4,10150100,34,0,1,0
2,791,1,1,2,0,0,1,3,9525100,18,1,0,0
6,1878,2,1,5,0,2,0,5,20734630,29,1,0,0
0,806,1,1,2,0,2,1,5,7210750,30,0,0,1
6,1543,1,1,4,1,1,2,5,19083430,39,1,0,0
4,1363,2,1,4,1,1,1,3,12572000,10,1,0,0
6,1584,1,1,4,0,1,0,3,11173220,5,0,0,1
5,1794,1,1,4,1,0,1,4,20940460,18,1,0,0
0,704,1,1,2,1,2,0,5,6965500,38,0,1,0
5,1531,1,1,4,0,1,0,4,11779810,24,0,0,1
2,1003,1,1,3,1,1,0,5,9778110,12,0,0,1
2,1010,1,1,3,1,1,1,5,9773000,16,0,1,0
5,1794,1,1,4,1,2,1,3,12653630,14,0,1,0
4,1756,2,1,4,0,1,1,5,10630800,24,0,0,1
1,1188,1,1,3,1,1,2,2,14196640,16,1,0,0
2,1164,1,1,3,0,1,1,4,12873650,39,1,0,0
6,1851,2,1,5,1,2,0,3,13698720,27,0,0,1
2,1176,1,1,3,1,1,2,4,10881370,15,0,0,1
4,1503,2,1,4,1,2,2,4,11327760,5,0,0,1
0,1621,2,2,4,1,2,1,2,8892625,7,0,0,1
0,883,1,1,2,0,1,2,0,5057875,11,0,0,1
2,1257,2,1,4,1,1,1,3,9481950,25,0,1,0
0,552,1,1,2,1,1,2,1,4950250,47,0,0,1
5,1803,2,1,5,1,1,0,3,12993900,23,0,0,1
0,721,1,1,2,1,0,1,0,6453250,7,1,0,0
3,1573,2,1,4,0,0,0,4,8545010,33,0,0,1
2,723,1,1,2,1,0,1,5,8725650,7,0,1,0
2,1148,1,1,3,0,2,2,5,10437110,21,0,0,1
4,1513,2,1,4,0,1,2,4,9507320,23,0,0,1
2,951,1,1,3,0,1,1,4,7862800,28,0,1,0
4,2449,4,2,6,0,1,2,3,12084280,25,0,0,1
6,1597,1,1,4,1,0,1,3,12569440,29,0,0,1
0,1058,1,1,3,0,2,0,1,7020750,21,1,0,0
0,1438,2,2,4,1,1,2,0,6505500,34,0,1,0
0,1616,2,2,4,0,1,1,0,5829250,23,0,1,0
1,632,1,1,2,1,2,2,5,11719720,28,1,0,0
2,953,1,1,3,0,1,2,4,8801100,18,0,1,0
4,1714,2,1,4,0,1,1,4,9470340,7,0,1,0
4,1334,2,1,4,0,2,1,4,11813720,16,1,0,0
5,1770,1,1,4,0,1,1,5,19844870,26,1,0,0
0,1098,1,1,3,1,0,2,1,6465000,24,0,1,0
2,1010,1,1,3,0,0,2,5,9207350,13,0,1,0
0,1195,1,1,3,0,1,2,4,10795500,18,1,0,0
1,624,1,1,2,0,1,1,2,5378000,20,0,1,0
2,1272,2,1,4,0,1,1,4,10030140,10,0,0,1
4,1324,1,1,3,0,1,2,5,9140480,14,0,1,0
4,2424,4,2,6,1,1,1,3,18796780,19,1,0,0
4,1438,2,1,4,1,1,1,4,13444320,26,1,0,0
1,701,1,1,2,1,1,1,5,11764865,11,1,0,0
2,1236,2,1,4,1,1,1,4,11240520,20,0,0,1
3,1744,2,1,4,1,0,0,0,7670180,44,0,0,1
2,1078,1,1,3,1,0,0,3,8372710,31,0,0,1
2,901,1,1,3,1,2,2,4,9491300,14,0,1,0
3,1669,2,1,4,1,0,2,2,13852750,45,1,0,0
1,1073,1,1,3,0,0,0,5,9537120,8,0,0,1
0,1273,1,1,3,0,2,1,5,11026000,28,1,0,0
1,1235,2,2,4,0,0,2,1,13158180,12,1,0,0
0,1400,2,2,4,0,1,1,1,6195750,49,0,0,1
5,1598,1,1,4,1,1,0,3,11450470,39,0,0,1
5,1819,2,1,5,0,1,2,5,13763020,16,0,1,0
1,902,1,1,3,0,1,1,5,12133045,23,1,0,0
1,795,1,1,2,1,2,2,4,9954125,35,0,0,1
4,1763,2,1,4,1,2,2,3,15329240,22,1,0,0
3,1848,3,2,5,0,2,1,2,14445470,6,1,0,0
2,1288,2,1,4,1,1,1,5,15780550,17,1,0,0
3,1615,2,1,4,1,1,1,4,10172480,19,0,1,0
2,1026,1,1,3,1,2,2,4,13885100,10,1,0,0
3,1598,2,1,4,1,0,0,0,11762090,17,1,0,0
3,1896,3,2,5,1,2,2,0,9315600,25,0,1,0
4,2276,4,2,6,0,2,2,4,13221960,12,0,0,1
4,2407,4,2,6,0,1,1,3,17099760,28,1,0,0
2,1083,1,1,3,0,1,2,5,9692960,27,0,0,1
2,728,1,1,2,1,1,0,5,7638500,34,0,1,0
6,1894,2,1,5,0,1,0,4,11863010,42,0,1,0
5,1595,1,1,4,1,0,1,3,11679830,9,0,1,0
2,1274,2,1,4,0,1,2,4,14254400,32,1,0,0
5,1760,1,1,4,0,1,2,4,12308520,21,0,1,0
1,969,1,1,3,1,1,0,2,11157225,35,1,0,0
3,1652,2,1,4,1,1,2,3,9463960,48,0,1,0
0,1211,1,1,3,0,1,1,4,7491375,25,0,0,1
2,958,1,1,3,1,1,0,5,12863400,4,1,0,0
2,818,1,1,3,1,0,2,3,8027500,22,0,1,0
1,958,1,1,3,1,0,2,0,11221720,8,1,0,0
2,1091,1,1,3,1,2,2,5,14893850,23,1,0,0
2,1066,1,1,3,1,2,2,4,9572300,30,0,1,0
4,2371,4,2,6,0,1,1,3,10463400,30,0,1,0
0,1451,2,2,4,1,1,0,2,10475000,40,1,0,0
5,1985,2,1,5,0,1,1,5,21969520,21,1,0,0
3,1853,3,2,5,1,1,1,4,16550350,35,1,0,0
3,1841,3,2,5,0,0,2,4,9871170,36,0,1,0
5,1767,1,1,4,1,2,2,3,20331090,37,1,0,0
2,1147,1,1,3,1,1,2,3,9352100,38,0,1,0
2,1232,2,1,4,0,1,0,4,8588100,18,0,1,0
2,1264,2,1,4,0,1,1,5,10265430,33,0,0,1
0,898,1,1,3,1,1,2,3,9451250,39,1,0,0
2,743,1,1,2,1,1,0,5,8010660,37,0,0,1
2,1064,1,1,3,1,0,2,4,9955930,27,0,0,1
2,980,1,1,3,1,1,2,5,10044600,40,0,0,1
5,1780,1,1,4,0,1,2,3,19459290,12,1,0,0
4,1665,2,1,4,1,1,2,5,12054580,14,0,0,1
3,1852,3,2,5,1,0,0,2,14646780,14,1,0,0
2,1231,2,1,4,0,1,2,3,13874850,7,1,0,0
4,1413,2,1,4,1,2,2,3,8992960,28,0,1,0
4,2443,4,2,6,0,2,2,3,18334400,30,1,0,0
2,1071,1,1,3,1,2,1,5,10223050,19,0,1,0
4,1614,2,1,4,0,1,2,4,10282340,13,0,0,1
4,1302,1,1,3,1,1,2,5,10423760,8,0,1,0
5,1923,2,1,5,0,1,0,4,12320640,17,0,1,0
2,805,1,1,3,1,1,1,3,7915350,38,0,0,1
5,1586,1,1,4,0,1,0,4,10671450,20,0,1,0
3,1883,3,2,5,0,2,1,1,13650440,37,1,0,0
4,1582,2,1,4,0,1,1,3,12363680,24,1,0,0
1,1109,1,1,3,1,2,1,4,9977280,32,0,1,0
0,968,1,1,3,0,1,2,2,6297250,31,0,0,1
0,1687,2,2,4,0,1,0,3,11110000,28,1,0,0
3,1754,2,1,4,0,1,0,2,7091060,53,0,1,0
5,1766,1,1,4,1,0,0,4,13161500,31,0,0,1
3,1656,2,1,4,1,1,2,1,14178210,8,1,0,0
2,805,1,1,3,0,1,0,3,8828350,29,1,0,0
0,726,1,1,2,0,1,1,3,6553750,48,1,0,0
0,1228,1,1,3,0,2,1,5,10933000,48,1,0,0
5,1995,2,1,5,0,0,1,3,20550920,26,1,0,0
0,931,1,1,3,0,1,1,4,8092500,42,1,0,0
2,737,1,1,2,0,2,0,3,5940040,37,0,0,1
3,1762,2,1,4,1,0,1,2,14912460,8,1,0,0
3,1726,2,1,4,1,2,1,2,14471130,19,1,0,0
6,1915,2,1,5,1,2,1,4,15090150,20,0,0,1
2,729,1,1,2,1,0,2,3,7918980,35,0,0,1
0,1653,2,2,4,0,2,0,3,11248000,24,1,0,0
2,1261,2,1,4,1,1,2,3,15044200,8,1,0,0
3,1744,2,1,4,0,2,1,4,9872490,12,0,1,0
1,791,1,1,2,0,1,1,3,7359275,5,0,1,0
4,2199,3,2,5,1,1,2,4,12687420,11,0,1,0
3,1915,3,2,5,0,1,0,0,6997850,30,0,1,0
2,857,1,1,3,1,0,1,3,7738700,18,0,1,0
5,1853,2,1,5,1,2,1,4,21437220,6,1,0,0
5,1701,1,1,4,0,1,2,4,12185540,32,0,1,0
2,963,1,1,3,0,2,0,5,11224050,39,1,0,0
5,1889,2,1,5,1,2,0,4,13041980,34,0,1,0
3,1544,2,1,4,1,1,0,1,7359840,52,0,1,0
2,916,1,1,3,1,1,0,5,12501600,12,1,0,0
0,1175,1,1,3,0,0,2,3,6898250,5,0,1,0
5,1966,2,1,5,1,2,1,4,14622250,20,0,1,0
4,2292,4,2,6,0,1,1,5,12996720,24,0,0,1
5,1781,1,1,4,0,1,0,5,11430420,41,0,1,0
0,1075,1,1,3,0,1,2,0,7541750,17,1,0,0
2,1056,1,1,3,1,1,2,3,9341900,10,0,1,0
2,948,1,1,3,0,1,2,3,8159260,22,0,0,1
2,1002,1,1,3,0,1,1,4,11515200,36,1,0,0
0,823,1,1,2,1,1,1,3,6420875,37,0,0,1
2,856,1,1,3,0,2,0,3,9656600,24,1,0,0
4,1432,2,1,4,0,1,1,5,8925160,28,0,1,0
1,742,1,1,2,1,0,0,1,6037545,23,0,0,1
4,1743,2,1,4,1,2,1,3,10882620,8,0,0,1
4,2311,4,2,6,0,1,2,4,12784640,11,0,0,1
0,1055,1,1,3,0,0,2,2,8060000,48,1,0,0
3,1641,2,1,4,1,1,2,5,16137480,9,1,0,0
0,690,1,1,2,1,0,1,1,6443000,24,1,0,0
2,756,1,1,2,1,2,2,5,9960220,14,0,0,1
3,1704,2,1,4,0,2,1,5,10906430,19,0,0,1
0,680,1,1,2,0,1,0,2,3404000,44,0,1,0
5,1734,1,1,4,0,1,0,5,12683980,33,0,0,1
1,1033,1,1,3,1,1,0,2,8057450,30,0,0,1
0,757,1,1,2,1,2,1,5,9094750,37,1,0,0
3,1912,3,2,5,1,0,1,1,10011470,51,0,0,1
2,845,1,1,3,0,1,0,3,6519000,29,0,0,1
2,1275,2,1,4,0,0,1,4,14008700,38,1,0,0
2,1173,1,1,3,1,1,0,5,9562650,11,0,1,0
4,1502,2,1,4,0,1,2,4,9325860,13,0,1,0
2,1187,1,1,3,1,0,0,4,13533950,13,1,0,0
5,1889,2,1,5,0,2,1,4,20707160,8,1,0,0
6,1853,2,1,5,0,1,0,4,11698300,20,0,1,0
1,603,1,1,2,0,1,1,2,5342000,40,0,1,0
4,2172,3,2,5,1,2,1,3,17193660,23,1,0,0
5,1507,1,1,4,0,2,1,4,17294550,15,1,0,0
0,692,1,1,2,0,0,1,3,6999250,7,1,0,0
3,1897,3,2,5,0,0,2,1,7977570,46,0,1,0
3,1607,2,1,4,0,0,1,3,8528780,54,0,0,1
4,1607,2,1,4,1,2,1,3,14209800,30,1,0,0
5,1853,2,1,5,0,1,2,3,13026640,40,0,0,1
2,1121,1,1,3,1,1,0,5,10768720,5,0,0,1
4,2279,4,2,6,1,2,2,4,13582900,26,0,0,1
1,729,1,1,2,0,2,0,3,6853550,10,0,0,1
1,794,1,1,2,0,1,2,3,10214695,33,1,0,0
2,800,1,1,2,1,0,1,5,11900750,13,1,0,0
2,1292,2,1,4,0,0,2,4,10309290,19,0,0,1
1,831,1,1,3,0,0,0,4,7656640,16,0,0,1
3,1850,3,2,5,1,1,0,5,15746590,37,1,0,0
0,1454,2,2,4,0,2,1,1,5829500,30,0,1,0
2,1053,1,1,3,0,0,1,4,12486800,4,1,0,0
1,1115,1,1,3,1,2,0,5,9795370,38,0,1,0
4,1498,2,1,4,0,2,1,3,9023100,27,0,0,1
2,992,1,1,3,1,0,2,5,10442550,21,0,1,0
0,520,1,1,2,1,0,1,2,4321000,44,0,1,0
1,833,1,1,3,0,2,2,4,11280410,34,1,0,0
2,1114,1,1,3,0,1,2,4,13551850,19,1,0,0
0,753,1,1,2,1,0,1,4,8798750,33,1,0,0
5,1705,1,1,4,1,2,0,3,11813340,22,0,1,0
1,934,1,1,3,1,2,2,1,12032720,8,1,0,0
0,1101,1,1,3,1,1,2,3,7704750,31,0,1,0
2,1104,1,1,3,1,1,1,5,14395000,12,1,0,0
2,1085,1,1,3,0,1,2,3,8716800,21,0,0,1
2,1015,1,1,3,1,2,1,4,13076450,39,1,0,0
0,1389,2,2,4,1,1,1,5,8863750,43,0,1,0
2,1179,1,1,3,0,2,2,5,10696480,7,0,0,1
2,855,1,1,3,1,0,2,4,9354600,7,0,0,1
1,897,1,1,3,0,1,2,5,9850425,15,0,0,1
5,1762,1,1,4,0,2,2,3,13407250,32,0,0,1
2,726,1,1,2,0,1,2,4,10370100,6,1,0,0
2,1285,2,1,4,1,1,2,5,15982000,40,1,0,0
2,940,1,1,3,0,1,1,4,11359500,14,1,0,0
5,1914,2,1,5,1,2,1,5,14499510,18,0,1,0
1,1285,2,2,4,0,0,0,0,11955405,27,1,0,0
2,707,1,1,2,0,0,1,5,7133850,23,0,1,0
2,939,1,1,3,1,2,0,5,12459650,31,1,0,0
6,1911,2,1,5,0,1,2,4,21220250,30,1,0,0
5,1697,1,1,4,0,1,1,4,12480160,30,0,0,1
2,740,1,1,2,1,2,2,4,9002750,9,0,1,0
6,1639,1,1,4,0,0,2,5,12041320,31,0,1,0
2,1210,2,1,4,0,2,2,5,9967250,39,0,1,0
0,1467,2,2,4,1,0,0,0,5729750,15,0,1,0
0,1412,2,2,4,0,2,0,5,11673500,14,1,0,0
2,1124,1,1,3,0,1,0,5,13030600,24,1,0,0
5,1996,2,1,5,0,0,0,4,20618810,33,1,0,0
0,1632,2,2,4,0,0,0,2,6827500,50,0,0,1
2,1021,1,1,3,0,1,1,5,9338270,22,0,0,1
0,1448,2,2,4,0,2,2,5,12252250,39,1,0,0
4,2450,4,2,6,0,2,2,4,11967520,26,0,1,0
2,941,1,1,3,1,2,2,4,9868000,20,0,1,0
4,1412,2,1,4,1,1,1,5,10678140,25,0,0,1
2,1153,1,1,3,0,0,0,5,12866800,20,1,0,0
6,1690,1,1,4,1,0,1,4,19526110,23,1,0,0
4,1307,1,1,3,1,1,2,3,9272780,12,0,0,1
3,1635,2,1,4,1,1,2,3,9570490,47,0,1,0
2,772,1,1,2,1,0,0,3,10132150,17,1,0,0
0,1438,2,2,4,1,1,2,4,12393500,46,1,0,0
6,1505,1,1,4,1,0,0,4,11086380,34,0,1,0
0,1635,2,2,4,0,1,1,5,8820750,27,0,1,0
5,1631,1,1,4,1,0,0,3,12251750,21,0,0,1
6,1585,1,1,4,1,0,1,3,11828320,41,0,1,0
2,1117,1,1,3,0,1,2,3,12704950,17,1,0,0
0,1296,1,1,3,1,1,2,3,11235250,26,1,0,0
2,1238,2,1,4,0,1,2,3,9258310,39,0,0,1
4,1859,3,2,5,1,1,2,3,16018960,28,1,0,0
4,2239,4,2,6,0,1,2,4,11563580,19,0,1,0
3,1771,2,1,4,0,2,2,0,8129650,35,0,1,0
1,626,1,1,2,1,0,2,0,5251640,36,0,1,0
2,978,1,1,3,0,1,2,3,8196110,39,0,0,1
6,1586,1,1,4,0,1,0,3,10259180,34,0,1,0
2,1196,1,1,3,0,2,2,5,11135270,5,0,0,1
2,1225,2,1,4,1,2,2,3,11116500,7,0,0,1
2,812,1,1,3,1,2,2,5,9663350,5,0,1,0
0,1436,2,2,4,0,2,2,4,11799500,42,1,0,0
0,1019,1,1,3,1,1,2,4,10472250,47,1,0,0
2,1203,2,1,4,1,2,0,3,13491500,38,1,0,0
2,1027,1,1,3,0,2,0,4,11827400,28,1,0,0
3,1974,3,2,5,1,1,1,4,11031970,51,0,1,0
3,1746,2,1,4,1,2,0,4,9964150,25,0,1,0
4,1711,2,1,4,0,1,1,4,10248940,26,0,0,1
6,1918,2,1,5,1,0,0,4,12574290,42,0,1,0
0,1083,1,1,3,0,2,1,0,5159375,13,0,0,1
0,826,1,1,2,0,1,1,0,4646250,14,0,0,1
3,1624,2,1,4,0,1,1,3,9031800,40,0,0,1
2,1122,1,1,3,0,2,1,4,13180400,28,1,0,0
5,1906,2,1,5,0,1,1,3,20020970,41,1,0,0
2,849,1,1,3,0,1,1,3,7061130,32,0,0,1
5,1793,1,1,4,1,1,1,3,12813210,28,0,1,0
3,1936,3,2,5,1,1,2,2,10737430,9,0,1,0
3,1956,3,2,5,1,2,0,2,9590830,44,0,1,0
4,1778,3,2,5,1,2,2,3,10502000,30,0,1,0
0,1075,1,1,3,0,1,1,2,8543500,6,1,0,0
0,541,1,1,2,1,2,0,2,4894125,21,0,0,1
2,1166,1,1,3,0,1,2,5,14248200,16,1,0,0
0,533,1,1,2,0,1,1,0,3000375,24,0,0,1
2,738,1,1,2,1,2,1,3,7660600,32,0,1,0
6,1771,1,1,4,1,0,1,4,20591120,16,1,0,0
5,1687,1,1,4,1,2,0,3,11407570,31,0,1,0
4,1970,3,2,5,0,1,1,3,14949120,6,1,0,0
0,1620,2,2,4,1,1,1,4,9163250,43,0,1,0
0,668,1,1,2,0,1,1,1,3781250,37,0,0,1
3,1542,2,1,4,1,2,2,5,10453060,48,0,1,0
6,1551,1,1,4,0,0,1,4,12435730,10,0,0,1
4,2221,4,2,6,0,2,1,4,11682020,20,0,0,1
3,1522,2,1,4,0,1,1,3,9268680,14,0,0,1
3,1539,2,1,4,1,1,2,3,9879360,23,0,1,0
6,1866,2,1,5,1,2,2,5,15678280,25,0,0,1
5,1874,2,1,5,1,2,0,5,14602660,27,0,0,1
4,2097,3,2,5,0,2,1,3,10668780,22,0,0,1
2,1159,1,1,3,0,1,0,4,12415500,18,1,0,0
4,1438,2,1,4,1,1,2,5,14509000,10,1,0,0
2,863,1,1,3,0,1,1,3,7341810,22,0,0,1
0,1292,1,1,3,0,0,1,4,10339000,32,1,0,0
5,1691,1,1,4,1,1,2,3,12549660,28,0,1,0
5,1894,2,1,5,1,1,1,3,12680410,38,0,1,0
2,1174,1,1,3,0,0,1,5,13328250,35,1,0,0
3,1838,3,2,5,0,1,1,5,9952680,44,0,1,0
0,1582,2,2,4,0,2,2,3,12570750,5,1,0,0
4,1951,3,2,5,0,1,2,3,9772960,8,0,1,0
0,1237,1,1,3,1,1,1,1,6823875,22,0,0,1
3,1989,3,2,5,1,1,0,1,9188290,37,0,0,1
2,1129,1,1,3,1,1,1,5,14614100,30,1,0,0
2,768,1,1,2,1,0,0,5,7462400,36,0,1,0
2,1056,1,1,3,0,1,0,3,6930720,40,0,0,1
6,1585,1,1,4,0,2,0,5,17805860,43,1,0,0
4,1789,3,2,5,1,2,2,4,11874360,8,0,1,0
3,1869,3,2,5,0,1,0,5,15941330,14,1,0,0
0,520,1,1,2,0,1,2,1,5246250,19,1,0,0
2,738,1,1,2,1,1,0,4,10625000,12,1,0,0
3,1914,3,2,5,1,1,2,4,11781260,8,0,1,0
5,1576,1,1,4,0,2,2,3,12560000,16,0,0,1
2,869,1,1,3,0,0,2,3,6831950,37,0,1,0
1,635,1,1,2,0,0,2,3,6000900,40,0,1,0
5,1875,2,1,5,1,0,2,4,14640260,8,0,1,0
4,2344,4,2,6,0,1,2,5,18963740,17,1,0,0
5,1804,2,1,5,1,2,2,5,14507380,24,0,1,0
1,985,1,1,3,0,1,2,1,7375400,40,0,0,1
5,1589,1,1,4,1,2,0,4,18676960,18,1,0,0
0,1390,2,2,4,1,2,2,1,7941000,33,0,0,1
4,2435,4,2,6,0,2,2,5,12911300,15,0,1,0
1,1145,1,1,3,1,1,2,5,11804935,29,0,0,1
2,714,1,1,2,0,2,2,5,8191450,19,0,1,0
2,1174,1,1,3,0,1,2,3,12980150,25,1,0,0
5,1936,2,1,5,0,2,2,3,21320640,27,1,0,0
0,1477,2,2,4,0,2,0,2,9898250,26,1,0,0
0,1017,1,1,3,1,2,2,1,9715500,6,1,0,0
2,943,1,1,3,0,2,0,3,7710860,17,0,0,1
6,1515,1,1,4,0,2,0,4,11415610,33,0,0,1
